Anno,Beneficiar,UTE,PROVINCIA,IDCatastal,comune,IDSpecie,specie,IDVarieta,varieta,Irriguo,NrPiante,SestoSuFil,SestoTraFi,AnnoImpian,IDFormaAll,DataImpian,CodDestina,destinazio,CodUso,uso,CodQualita,qualita,ColturaPri,IdTipoSemi,Produttivo,IdTipoIrri,IdTipoProt,IdRotazion,IdPotenzia,IdEpocaDiS,IdTipoMant,IdTipoMa_1,DataInizio,DataFineOc,area,CodColtiva,DescColtiv,objectid,col_specie,col_BioSAU
"2024","326810","86282",FI,E466048024,LASTRA A SIGNA,"2302",VITE,"0",Vite,"0","6396","80","250","2006","2",2006/01/01 00:00:00.000,"009",DA VINO,"000",,"000",,"1","1","1","0","0","3","2","0","8","11",2006/01/01 00:00:00.000,9999/12/31 00:00:00.000,"12791","3",Tradizionale (non bio),"942",#c182b4,#ff7f00
"2024","326810","86282",FI,E466048024,LASTRA A SIGNA,"2302",VITE,"0",Vite,"0","3428","80","250","2005","2",2005/01/01 00:00:00.000,"009",DA VINO,"000",,"000",,"1","1","1","0","0","3","2","0","8","11",2005/01/01 00:00:00.000,9999/12/31 00:00:00.000,"6856","3",Tradizionale (non bio),"948",#c182b4,#ff7f00
"2024","326810","86282",FI,E466048024,LASTRA A SIGNA,"2302",VITE,"0",Vite,"0","8000","80","250","2003","2",2003/01/01 00:00:00.000,"009",DA VINO,"000",,"000",,"1","1","1","0","0","3","2","0","8","11",2003/01/01 00:00:00.000,9999/12/31 00:00:00.000,"15999","3",Tradizionale (non bio),"951",#c182b4,#ff7f00
"2024","326810","86282",FI,E466048024,LASTRA A SIGNA,"2302",VITE,"0",Vite,"0","1658","80","250","2005","2",2005/01/01 00:00:00.000,"009",DA VINO,"000",,"000",,"1","1","1","0","0","3","2","0","8","11",2005/01/01 00:00:00.000,9999/12/31 00:00:00.000,"3316","3",Tradizionale (non bio),"955",#c182b4,#ff7f00
"2024","326810","86282",FI,E466048024,LASTRA A SIGNA,"2302",VITE,"0",Vite,"0","5656","80","250","2006","2",2006/01/01 00:00:00.000,"009",DA VINO,"000",,"000",,"1","1","1","0","0","3","2","0","8","11",2006/01/01 00:00:00.000,9999/12/31 00:00:00.000,"11311","3",Tradizionale (non bio),"959",#c182b4,#ff7f00
"2024","440860","255797",FI,A564048001,BAGNO A RIPOLI,"1482",Favino,"0",nessuna,"0","0","0","0","2021","0",2021/10/13 00:00:00.000,"011","FAVE, SEMI, GRANELLA","000",,"000",,"1","1","1","0","0","2","2","1","8","13",2024/01/01 00:00:00.000,2025/01/01 00:00:00.000,"6952","1",Biologico,"3195",#78c47d,#42ff39
"2024","440860","255797",FI,A564048001,BAGNO A RIPOLI,"1482",Favino,"0",nessuna,"0","0","0","0","2021","0",2021/10/15 00:00:00.000,"011","FAVE, SEMI, GRANELLA","000",,"000",,"1","1","1","0","0","2","2","1","8","13",2024/01/01 00:00:00.000,2025/01/01 00:00:00.000,"13319","1",Biologico,"3204",#78c47d,#42ff39
"2024","440860","255797",FI,A564048001,BAGNO A RIPOLI,"1482",Favino,"0",nessuna,"0","0","0","0","2022","0",2023/01/10 00:00:00.000,"011","FAVE, SEMI, GRANELLA","000",,"000",,"1","1","1","0","0","2","2","1","8","13",2024/01/01 00:00:00.000,2025/01/01 00:00:00.000,"8345","1",Biologico,"3214",#78c47d,#42ff39
"2024","440860","255797",FI,A564048001,BAGNO A RIPOLI,"1482",Favino,"0",nessuna,"0","0","0","0","2022","0",2022/11/20 00:00:00.000,"011","FAVE, SEMI, GRANELLA","000",,"000",,"1","1","1","0","0","2","2","1","8","13",2024/01/01 00:00:00.000,2025/01/01 00:00:00.000,"6393","1",Biologico,"3225",#78c47d,#42ff39
"2024","440860","255797",FI,A564048001,BAGNO A RIPOLI,"1482",Favino,"0",nessuna,"0","0","0","0","2022","0",2022/11/25 00:00:00.000,"011","FAVE, SEMI, GRANELLA","000",,"000",,"1","1","1","0","0","2","2","1","8","13",2024/01/01 00:00:00.000,2025/01/01 00:00:00.000,"3596","1",Biologico,"3235",#78c47d,#42ff39
"2024","440860","255797",FI,A564048001,BAGNO A RIPOLI,"1482",Favino,"0",nessuna,"0","0","0","0","2023","0",2023/01/09 00:00:00.000,"011","FAVE, SEMI, GRANELLA","000",,"000",,"1","1","1","0","0","2","2","1","8","13",2024/01/01 00:00:00.000,2025/01/01 00:00:00.000,"6875","1",Biologico,"3245",#78c47d,#42ff39
"2024","420807","343390",FI,A564048001,BAGNO A RIPOLI,"2402",Oliva da trasformazione,"0",Nessuna,"0","12000","0","0","1900","35",1900/01/01 00:00:00.000,"006",DA OLIO,"000",,"000",,"1","1","1","0","0","3","2","0","8","9",2024/01/01 00:00:00.000,9999/12/31 00:00:00.000,"113164","3",Tradizionale (non bio),"3246",#66795c,#ff7f00
"2024","420807","343390",FI,A564048001,BAGNO A RIPOLI,"2402",Oliva da trasformazione,"0",Nessuna,"0","12000","0","0","1900","35",1900/01/01 00:00:00.000,"006",DA OLIO,"000",,"000",,"1","1","1","0","0","3","2","0","8","9",2024/01/01 00:00:00.000,9999/12/31 00:00:00.000,"40198","3",Tradizionale (non bio),"3251",#66795c,#ff7f00
"2024","440860","255797",FI,A564048001,BAGNO A RIPOLI,"1482",Favino,"0",nessuna,"0","0","0","0","2023","0",2023/01/11 00:00:00.000,"011","FAVE, SEMI, GRANELLA","000",,"000",,"1","1","1","0","0","2","2","1","8","13",2024/01/01 00:00:00.000,2025/01/01 00:00:00.000,"6187","1",Biologico,"3255",#78c47d,#42ff39
"2024","420807","343390",FI,A564048001,BAGNO A RIPOLI,"2402",Oliva da trasformazione,"0",Nessuna,"0","12000","0","0","1900","35",1900/01/01 00:00:00.000,"006",DA OLIO,"000",,"000",,"1","1","1","0","0","3","2","0","8","9",2024/01/01 00:00:00.000,9999/12/31 00:00:00.000,"16456","3",Tradizionale (non bio),"3256",#66795c,#ff7f00
"2024","420807","343390",FI,A564048001,BAGNO A RIPOLI,"2402",Oliva da trasformazione,"0",Nessuna,"0","12000","0","0","1900","35",1900/01/01 00:00:00.000,"006",DA OLIO,"000",,"000",,"1","1","1","0","0","3","2","0","8","9",2024/01/01 00:00:00.000,9999/12/31 00:00:00.000,"27281","3",Tradizionale (non bio),"3260",#66795c,#ff7f00
"2024","420807","343390",FI,A564048001,BAGNO A RIPOLI,"2402",Oliva da trasformazione,"0",Nessuna,"0","12000","0","0","1900","35",1900/01/01 00:00:00.000,"006",DA OLIO,"000",,"000",,"1","1","1","0","0","3","2","0","8","9",2024/01/01 00:00:00.000,9999/12/31 00:00:00.000,"866","3",Tradizionale (non bio),"3264",#66795c,#ff7f00
"2024","420807","343390",FI,A564048001,BAGNO A RIPOLI,"2402",Oliva da trasformazione,"0",Nessuna,"0","12000","0","0","1900","35",1900/01/01 00:00:00.000,"006",DA OLIO,"000",,"000",,"1","1","1","0","0","3","2","0","8","9",2024/01/01 00:00:00.000,9999/12/31 00:00:00.000,"7335","3",Tradizionale (non bio),"3266",#66795c,#ff7f00
"2024","440860","255797",FI,A564048001,BAGNO A RIPOLI,"1482",Favino,"0",nessuna,"0","0","0","0","2023","0",2023/01/10 00:00:00.000,"011","FAVE, SEMI, GRANELLA","000",,"000",,"1","1","1","0","0","2","2","1","8","13",2024/01/01 00:00:00.000,2025/01/01 00:00:00.000,"2766","1",Biologico,"3270",#78c47d,#42ff39
"2024","420807","343390",FI,A564048001,BAGNO A RIPOLI,"2402",Oliva da trasformazione,"0",Nessuna,"0","12000","0","0","1900","35",1900/01/01 00:00:00.000,"006",DA OLIO,"000",,"000",,"1","1","1","0","0","3","2","0","8","9",2024/01/01 00:00:00.000,9999/12/31 00:00:00.000,"21592","3",Tradizionale (non bio),"3273",#66795c,#ff7f00
"2024","420807","343390",FI,A564048001,BAGNO A RIPOLI,"2402",Oliva da trasformazione,"0",Nessuna,"0","12000","0","0","1900","35",1900/01/01 00:00:00.000,"006",DA OLIO,"000",,"000",,"1","1","1","0","0","3","2","0","8","9",2024/01/01 00:00:00.000,9999/12/31 00:00:00.000,"63268","3",Tradizionale (non bio),"3277",#66795c,#ff7f00
"2024","420807","343390",FI,A564048001,BAGNO A RIPOLI,"2402",Oliva da trasformazione,"0",Nessuna,"0","12000","0","0","1900","35",1900/01/01 00:00:00.000,"006",DA OLIO,"000",,"000",,"1","1","1","0","0","3","2","0","8","9",2024/01/01 00:00:00.000,9999/12/31 00:00:00.000,"2005","3",Tradizionale (non bio),"3280",#66795c,#ff7f00
"2024","440860","255797",FI,A564048001,BAGNO A RIPOLI,"1482",Favino,"0",nessuna,"0","0","0","0","2023","0",2023/01/09 00:00:00.000,"011","FAVE, SEMI, GRANELLA","000",,"000",,"1","1","1","0","0","2","2","1","8","13",2024/01/01 00:00:00.000,2025/01/01 00:00:00.000,"8149","1",Biologico,"3281",#78c47d,#42ff39
"2024","420807","343390",FI,A564048001,BAGNO A RIPOLI,"2402",Oliva da trasformazione,"0",Nessuna,"0","12000","0","0","1900","35",1900/01/01 00:00:00.000,"006",DA OLIO,"000",,"000",,"1","1","1","0","0","3","2","0","8","9",2024/01/01 00:00:00.000,9999/12/31 00:00:00.000,"2105","3",Tradizionale (non bio),"3286",#66795c,#ff7f00
"2024","420807","343390",FI,A564048001,BAGNO A RIPOLI,"2402",Oliva da trasformazione,"0",Nessuna,"0","12000","0","0","1900","35",1900/01/01 00:00:00.000,"006",DA OLIO,"000",,"000",,"1","1","1","0","0","3","2","0","8","9",2024/01/01 00:00:00.000,9999/12/31 00:00:00.000,"1527","3",Tradizionale (non bio),"3288",#66795c,#ff7f00
"2024","440860","255797",FI,A564048001,BAGNO A RIPOLI,"1003",Frumento tenero,"0",Nessuna,"0","0","0","0","2022","0",2022/11/25 00:00:00.000,"011","FAVE, SEMI, GRANELLA","000",,"000",,"1","1","1","0","0","2","2","1","8","13",2024/01/01 00:00:00.000,2025/01/01 00:00:00.000,"5830","1",Biologico,"3291",#e8cf61,#42ff39
"2024","420807","343390",FI,A564048001,BAGNO A RIPOLI,"2402",Oliva da trasformazione,"0",Nessuna,"0","12000","0","0","1900","35",1900/01/01 00:00:00.000,"006",DA OLIO,"000",,"000",,"1","1","1","0","0","3","2","0","8","9",2024/01/01 00:00:00.000,9999/12/31 00:00:00.000,"49765","3",Tradizionale (non bio),"3294",#66795c,#ff7f00
"2024","420807","343390",FI,A564048001,BAGNO A RIPOLI,"2402",Oliva da trasformazione,"0",Nessuna,"0","12000","0","0","1900","35",1900/01/01 00:00:00.000,"006",DA OLIO,"000",,"000",,"1","1","1","0","0","3","2","0","8","9",2024/01/01 00:00:00.000,9999/12/31 00:00:00.000,"2419","3",Tradizionale (non bio),"3298",#66795c,#ff7f00
"2024","420807","343390",FI,A564048001,BAGNO A RIPOLI,"2402",Oliva da trasformazione,"0",Nessuna,"0","12000","0","0","1900","35",1900/01/01 00:00:00.000,"006",DA OLIO,"000",,"000",,"1","1","1","0","0","3","2","0","8","9",2024/01/01 00:00:00.000,9999/12/31 00:00:00.000,"12566","3",Tradizionale (non bio),"3302",#66795c,#ff7f00
"2024","440860","255797",FI,A564048001,BAGNO A RIPOLI,"1003",Frumento tenero,"0",Nessuna,"0","0","0","0","2022","0",2022/11/28 00:00:00.000,"011","FAVE, SEMI, GRANELLA","000",,"000",,"1","1","1","0","0","2","2","1","8","13",2024/01/01 00:00:00.000,2025/01/01 00:00:00.000,"2074","1",Biologico,"3305",#e8cf61,#42ff39
"2024","420807","343390",FI,A564048001,BAGNO A RIPOLI,"336",PRATO POLIFITA,"0",nessuna,"0","0","0","0","1900","0",1900/01/01 00:00:00.000,"002",DA FORAGGIO,"051",AVVICENDATO - NON PERMANENTE,"044",MISTO,"1","1","1","0","0","3","2","1","8","9",2024/01/01 00:00:00.000,2024/12/15 00:00:00.000,"8900","3",Tradizionale (non bio),"3306",#89df6b,#ff7f00
"2024","420807","343390",FI,A564048001,BAGNO A RIPOLI,"336",PRATO POLIFITA,"0",nessuna,"0","0","0","0","1900","0",1900/01/01 00:00:00.000,"002",DA FORAGGIO,"051",AVVICENDATO - NON PERMANENTE,"044",MISTO,"1","1","1","0","0","3","2","1","8","9",2024/01/01 00:00:00.000,2024/12/15 00:00:00.000,"1105","3",Tradizionale (non bio),"3309",#89df6b,#ff7f00
"2024","420807","343390",FI,A564048001,BAGNO A RIPOLI,"336",PRATO POLIFITA,"0",nessuna,"0","0","0","0","1900","0",1900/01/01 00:00:00.000,"002",DA FORAGGIO,"051",AVVICENDATO - NON PERMANENTE,"044",MISTO,"1","1","1","0","0","3","2","1","8","9",2024/01/01 00:00:00.000,2024/12/15 00:00:00.000,"3058","3",Tradizionale (non bio),"3313",#89df6b,#ff7f00
"2024","440860","255797",FI,A564048001,BAGNO A RIPOLI,"1003",Frumento tenero,"0",Nessuna,"0","0","0","0","2022","0",2022/11/28 00:00:00.000,"011","FAVE, SEMI, GRANELLA","000",,"000",,"1","1","1","0","0","2","2","1","8","13",2024/01/01 00:00:00.000,2025/01/01 00:00:00.000,"6903","1",Biologico,"3317",#e8cf61,#42ff39
"2024","420807","343390",FI,A564048001,BAGNO A RIPOLI,"336",PRATO POLIFITA,"0",nessuna,"0","0","0","0","1900","0",1900/01/01 00:00:00.000,"002",DA FORAGGIO,"051",AVVICENDATO - NON PERMANENTE,"044",MISTO,"1","1","1","0","0","3","2","1","8","9",2024/01/01 00:00:00.000,2024/12/15 00:00:00.000,"5273","3",Tradizionale (non bio),"3318",#89df6b,#ff7f00
"2024","420807","343390",FI,A564048001,BAGNO A RIPOLI,"336",PRATO POLIFITA,"0",nessuna,"0","0","0","0","1900","0",1900/01/01 00:00:00.000,"002",DA FORAGGIO,"051",AVVICENDATO - NON PERMANENTE,"044",MISTO,"1","1","1","0","0","3","2","1","8","9",2024/01/01 00:00:00.000,2024/12/15 00:00:00.000,"4224","3",Tradizionale (non bio),"3322",#89df6b,#ff7f00
"2024","420807","343390",FI,A564048001,BAGNO A RIPOLI,"336",PRATO POLIFITA,"0",nessuna,"0","0","0","0","1900","0",1900/01/01 00:00:00.000,"002",DA FORAGGIO,"051",AVVICENDATO - NON PERMANENTE,"044",MISTO,"1","1","1","0","0","3","2","1","8","9",2024/01/01 00:00:00.000,2024/12/15 00:00:00.000,"10537","3",Tradizionale (non bio),"3327",#89df6b,#ff7f00
"2024","440860","255797",FI,A564048001,BAGNO A RIPOLI,"1003",Frumento tenero,"0",Nessuna,"0","0","0","0","2022","0",2022/11/25 00:00:00.000,"011","FAVE, SEMI, GRANELLA","000",,"000",,"1","1","1","0","0","2","2","1","8","13",2024/01/01 00:00:00.000,2025/01/01 00:00:00.000,"13681","1",Biologico,"3328",#e8cf61,#42ff39
"2024","420807","343390",FI,A564048001,BAGNO A RIPOLI,"336",PRATO POLIFITA,"0",nessuna,"0","0","0","0","1900","0",1900/01/01 00:00:00.000,"002",DA FORAGGIO,"051",AVVICENDATO - NON PERMANENTE,"044",MISTO,"1","1","1","0","0","3","2","1","8","9",2024/01/01 00:00:00.000,2024/12/15 00:00:00.000,"14368","3",Tradizionale (non bio),"3332",#89df6b,#ff7f00
"2024","420807","343390",FI,A564048001,BAGNO A RIPOLI,"336",PRATO POLIFITA,"0",nessuna,"0","0","0","0","1900","0",1900/01/01 00:00:00.000,"002",DA FORAGGIO,"051",AVVICENDATO - NON PERMANENTE,"044",MISTO,"1","1","1","0","0","3","2","1","8","9",2024/01/01 00:00:00.000,2024/12/15 00:00:00.000,"21788","3",Tradizionale (non bio),"3337",#89df6b,#ff7f00
"2024","440860","255797",FI,A564048001,BAGNO A RIPOLI,"1003",Frumento tenero,"0",Nessuna,"0","0","0","0","2022","0",2021/11/25 00:00:00.000,"011","FAVE, SEMI, GRANELLA","000",,"000",,"1","1","1","0","0","2","2","1","8","13",2024/01/01 00:00:00.000,2025/01/01 00:00:00.000,"15737","1",Biologico,"3339",#e8cf61,#42ff39
"2024","420807","343390",FI,A564048001,BAGNO A RIPOLI,"336",PRATO POLIFITA,"0",nessuna,"0","0","0","0","1900","0",1900/01/01 00:00:00.000,"002",DA FORAGGIO,"051",AVVICENDATO - NON PERMANENTE,"044",MISTO,"1","1","1","0","0","3","2","1","8","9",2024/01/01 00:00:00.000,2024/12/15 00:00:00.000,"5574","3",Tradizionale (non bio),"3343",#89df6b,#ff7f00
"2024","420807","343390",FI,D612048017,FIRENZE,"2706",Tare,"0",Nessuna,"0","0","0","0","1900","0",1900/01/01 00:00:00.000,"000",,"000",,"000",,"1","1","1","0","0","3","2","0","8","9",2024/01/01 00:00:00.000,2024/12/31 00:00:00.000,"6615","3",Tradizionale (non bio),"3345",#969696,#ff7f00
"2024","440860","255797",FI,A564048001,BAGNO A RIPOLI,"1003",Frumento tenero,"0",Nessuna,"0","0","0","0","2022","0",2022/11/28 00:00:00.000,"011","FAVE, SEMI, GRANELLA","000",,"000",,"1","1","1","0","0","2","2","1","8","13",2024/01/01 00:00:00.000,2025/01/01 00:00:00.000,"6205","1",Biologico,"3350",#e8cf61,#42ff39
"2024","440860","255797",FI,A564048001,BAGNO A RIPOLI,"1003",Frumento tenero,"0",Nessuna,"0","0","0","0","2022","0",2022/11/25 00:00:00.000,"011","FAVE, SEMI, GRANELLA","000",,"000",,"1","1","1","0","0","2","2","1","8","13",2024/01/01 00:00:00.000,2025/01/01 00:00:00.000,"7700","1",Biologico,"3360",#e8cf61,#42ff39
"2024","440860","255797",FI,A564048001,BAGNO A RIPOLI,"1003",Frumento tenero,"0",Nessuna,"0","0","0","0","2022","0",2022/11/25 00:00:00.000,"011","FAVE, SEMI, GRANELLA","000",,"000",,"1","1","1","0","0","2","2","1","8","13",2024/01/01 00:00:00.000,2025/01/01 00:00:00.000,"3591","1",Biologico,"3370",#e8cf61,#42ff39
"2024","440860","255797",FI,A564048001,BAGNO A RIPOLI,"1003",Frumento tenero,"0",Nessuna,"0","0","0","0","2022","0",2022/11/28 00:00:00.000,"011","FAVE, SEMI, GRANELLA","000",,"000",,"1","1","1","0","0","2","2","1","8","13",2024/01/01 00:00:00.000,2025/01/01 00:00:00.000,"5142","1",Biologico,"3378",#e8cf61,#42ff39
"2024","440860","255797",FI,A564048001,BAGNO A RIPOLI,"1003",Frumento tenero,"0",Nessuna,"0","0","0","0","2022","0",2022/11/28 00:00:00.000,"011","FAVE, SEMI, GRANELLA","000",,"000",,"1","1","1","0","0","2","2","1","8","13",2024/01/01 00:00:00.000,2025/01/01 00:00:00.000,"5959","1",Biologico,"3387",#e8cf61,#42ff39
"2024","440860","255797",FI,A564048001,BAGNO A RIPOLI,"1003",Frumento tenero,"0",Nessuna,"0","0","0","0","2022","0",2022/11/28 00:00:00.000,"011","FAVE, SEMI, GRANELLA","000",,"000",,"1","1","1","0","0","2","2","1","8","13",2024/01/01 00:00:00.000,2025/01/01 00:00:00.000,"7416","1",Biologico,"3395",#e8cf61,#42ff39
"2024","440860","255797",FI,A564048001,BAGNO A RIPOLI,"1003",Frumento tenero,"0",Nessuna,"0","0","0","0","2022","0",2022/11/24 00:00:00.000,"011","FAVE, SEMI, GRANELLA","000",,"000",,"1","1","1","0","0","2","2","1","8","13",2024/01/01 00:00:00.000,2025/01/01 00:00:00.000,"1721","1",Biologico,"3407",#e8cf61,#42ff39
"2024","440860","255797",FI,A564048001,BAGNO A RIPOLI,"1003",Frumento tenero,"0",Nessuna,"0","0","0","0","2022","0",2022/11/24 00:00:00.000,"011","FAVE, SEMI, GRANELLA","000",,"000",,"1","1","1","0","0","2","2","1","8","13",2024/01/01 00:00:00.000,2025/01/01 00:00:00.000,"7683","1",Biologico,"3417",#e8cf61,#42ff39
"2024","440860","255797",FI,A564048001,BAGNO A RIPOLI,"1003",Frumento tenero,"0",Nessuna,"0","0","0","0","2022","0",2022/11/28 00:00:00.000,"011","FAVE, SEMI, GRANELLA","000",,"000",,"1","1","1","0","0","2","2","1","8","13",2024/01/01 00:00:00.000,2025/01/01 00:00:00.000,"7355","1",Biologico,"3424",#e8cf61,#42ff39
"2024","440860","255797",FI,A564048001,BAGNO A RIPOLI,"2402",Oliva da trasformazione,"0",Nessuna,"0","4865","0","0","2020","28",2020/01/01 00:00:00.000,"000",,"000",,"000",,"1","1","1","0","0","3","2","0","8","11",2024/01/01 00:00:00.000,2025/01/01 00:00:00.000,"5963","1",Biologico,"3434",#66795c,#42ff39
"2024","440860","255797",FI,A564048001,BAGNO A RIPOLI,"2402",Oliva da trasformazione,"0",Nessuna,"0","4865","0","0","2020","28",2020/01/01 00:00:00.000,"000",,"000",,"000",,"1","1","1","0","0","3","2","0","8","11",2024/01/01 00:00:00.000,2025/01/01 00:00:00.000,"17292","1",Biologico,"3442",#66795c,#42ff39
"2024","440860","255797",FI,A564048001,BAGNO A RIPOLI,"2402",Oliva da trasformazione,"0",Nessuna,"0","4865","0","0","2020","28",2020/01/01 00:00:00.000,"000",,"000",,"000",,"1","1","1","0","0","3","2","0","8","11",2024/01/01 00:00:00.000,2025/01/01 00:00:00.000,"447","1",Biologico,"3453",#66795c,#42ff39
"2024","440860","255797",FI,A564048001,BAGNO A RIPOLI,"2402",Oliva da trasformazione,"0",Nessuna,"0","4865","0","0","2020","28",2020/01/01 00:00:00.000,"000",,"000",,"000",,"1","1","1","0","0","3","2","0","8","11",2024/01/01 00:00:00.000,2025/01/01 00:00:00.000,"2967","1",Biologico,"3461",#66795c,#42ff39
"2024","440860","255797",FI,A564048001,BAGNO A RIPOLI,"2402",Oliva da trasformazione,"0",Nessuna,"0","4865","0","0","2020","28",2020/01/01 00:00:00.000,"000",,"000",,"000",,"1","1","1","0","0","3","2","0","8","11",2024/01/01 00:00:00.000,2025/01/01 00:00:00.000,"3094","1",Biologico,"3470",#66795c,#42ff39
"2024","440860","255797",FI,A564048001,BAGNO A RIPOLI,"2402",Oliva da trasformazione,"0",Nessuna,"0","4865","0","0","2020","28",2020/01/01 00:00:00.000,"000",,"000",,"000",,"1","1","1","0","0","3","2","0","8","11",2024/01/01 00:00:00.000,2025/01/01 00:00:00.000,"1712","1",Biologico,"3480",#66795c,#42ff39
"2024","440860","255797",FI,A564048001,BAGNO A RIPOLI,"2402",Oliva da trasformazione,"0",Nessuna,"0","4865","0","0","2020","28",2020/01/01 00:00:00.000,"000",,"000",,"000",,"1","1","1","0","0","3","2","0","8","11",2024/01/01 00:00:00.000,2025/01/01 00:00:00.000,"23726","1",Biologico,"3486",#66795c,#42ff39
"2024","440860","255797",FI,A564048001,BAGNO A RIPOLI,"2402",Oliva da trasformazione,"0",Nessuna,"0","504","0","0","2020","35",2020/01/01 00:00:00.000,"000",,"000",,"000",,"1","1","1","0","0","3","2","0","8","9",2024/01/01 00:00:00.000,2025/01/01 00:00:00.000,"14766","1",Biologico,"3496",#66795c,#42ff39
"2024","440860","255797",FI,A564048001,BAGNO A RIPOLI,"2402",Oliva da trasformazione,"0",Nessuna,"0","4865","0","0","2020","28",2020/01/01 00:00:00.000,"000",,"000",,"000",,"1","1","1","0","0","3","2","0","8","11",2024/01/01 00:00:00.000,2025/01/01 00:00:00.000,"3726","1",Biologico,"3505",#66795c,#42ff39
